,bin,date,plot,numb.stalks,max.inflo.height.mm,site,basal.area.cm2,
413,SIS8,8/20/2020,120,0,0,SI panel,3.84,elyely
414,SIS9,8/20/2020,120,1,421,SI panel,3.74,elyely
415,SIS10,8/20/2020,120,1,540,SI panel,0.51,elyely
416,SIM1,8/20/2020,120,1,330,SI panel,7.32,elyely
417,SIM2,8/20/2020,120,0,0,SI panel,10.34,elyely
418,SIM3,8/20/2020,120,1,456,SI panel,14.75,elyely
419,SIM4,8/20/2020,120,0,0,SI panel,16.11,elyely
420,SIM5,8/20/2020,120,2,565,SI panel,15.47,elyely
421,SIM6,8/20/2020,120,1,309,SI panel,8.69,elyely
422,SIM7,8/20/2020,120,1,403,SI panel,19.44,elyely
423,SIM8,8/20/2020,120,3,526,SI panel,11.98,elyely
426,SIL1,8/20/2020,120,2,400,SI panel,24.91,elyely
427,SIL2,8/20/2020,120,8,601,SI panel,7.08,elyely
428,SIL3,8/20/2020,120,5,629,SI panel,19.51,elyely
429,SIL4,8/20/2020,120,6,532,SI panel,2.98,elyely
430,SIL5,8/20/2020,120,7,700,SI panel,44.71,elyely
431,SIL6,8/20/2020,120,12,650,SI panel,32.24,elyely
432,SIL7,8/20/2020,120,10,573,SI panel,74.92,elyely
433,SIL8,8/20/2020,120,9,640,SI panel,97.66,elyely
434,SIL9,8/20/2020,120,5,565,SI panel,50.06,elyely
435,SIL10,8/20/2020,120,7,526,SI panel,30.26,elyely
436,SIXL1,8/20/2020,120,8,556,SI panel,7.37,elyely
437,SIXL2,8/20/2020,120,16,580,SI panel,110.46,elyely
438,SIXL3,8/20/2020,120,19,695,SI panel,196.52,elyely
439,SIXL4,8/20/2020,120,52,700,SI panel,350.68,elyely
440,SIXL5,8/20/2020,120,26,540,SI panel,191.69,elyely
441,WBXS1,8/19/2020,119,1,429,Wild Bill panel,0.84,elyely
442,WBXS2,8/19/2020,119,1,440,Wild Bill panel,0.76,elyely
446,WBS1,8/19/2020,119,1,434,Wild Bill panel,2.57,elyely
447,WBS2,8/19/2020,119,1,512,Wild Bill panel,1.96,elyely
456,WBM1,8/19/2020,119,1,312,Wild Bill panel,10.87,elyely
457,WBM2,8/19/2020,119,2,425,Wild Bill panel,7.65,elyely
458,WBM3,8/19/2020,119,2,467,Wild Bill panel,3.81,elyely
459,WBM4,8/19/2020,119,4,375,Wild Bill panel,4.16,elyely
466,WBL1,8/19/2020,119,2,473,Wild Bill panel,17.49,elyely
467,WBL2,8/19/2020,119,3,570,Wild Bill panel,9.85,elyely
476,WBXL1,8/19/2020,119,3,609,Wild Bill panel,36,elyely
477,WBXL2,8/19/2020,119,21,552,Wild Bill panel,98.03,elyely
